datetime,Device,rrqm/s,wrqm/s,r/s,w/s,rkB/s,wkB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
14/07/18 16:40:27,dm-2,0.0,0.0,1281.0,0.0,10248.0,0.0,16.0,0.54,0.42,0.42,0.0,0.34,44.0
14/07/18 16:40:28,dm-2,0.0,0.0,1058.0,0.0,8456.0,0.0,15.98,0.45,0.42,0.42,0.0,0.35,37.5
14/07/18 16:40:29,dm-2,0.0,0.0,1384.0,0.0,11064.0,0.0,15.99,0.56,0.4,0.4,0.0,0.3,42.2
14/07/18 16:40:30,dm-2,0.0,0.0,1699.0,0.0,13584.0,0.0,15.99,0.66,0.39,0.39,0.0,0.29,49.6
14/07/18 16:40:31,dm-2,0.0,0.0,1484.0,0.0,11872.0,0.0,16.0,0.52,0.35,0.35,0.0,0.28,41.9
14/07/18 16:40:32,dm-2,0.0,0.0,2217.0,0.0,17736.0,0.0,16.0,0.8,0.36,0.36,0.0,0.3,65.6
14/07/18 16:40:33,dm-2,0.0,0.0,1344.0,0.0,10744.0,0.0,15.99,0.47,0.35,0.35,0.0,0.3,40.9
14/07/18 16:40:34,dm-2,0.0,0.0,1034.0,0.0,8272.0,0.0,16.0,0.41,0.39,0.39,0.0,0.32,33.6
14/07/18 16:40:35,dm-2,0.0,0.0,1096.0,0.0,8768.0,0.0,16.0,0.44,0.41,0.41,0.0,0.34,36.8
14/07/18 16:40:36,dm-2,0.0,0.0,447.0,0.0,3576.0,0.0,16.0,0.18,0.41,0.41,0.0,0.39,17.5
14/07/18 16:40:37,dm-2,0.0,0.0,1249.0,0.0,9992.0,0.0,16.0,0.55,0.44,0.44,0.0,0.36,44.4
14/07/18 16:40:38,dm-2,0.0,0.0,867.0,0.0,6936.0,0.0,16.0,0.36,0.41,0.41,0.0,0.36,31.0
14/07/18 16:40:39,dm-2,0.0,0.0,1449.0,0.0,11592.0,0.0,16.0,0.56,0.39,0.39,0.0,0.3,43.5
14/07/18 16:40:40,dm-2,0.0,0.0,1009.0,0.0,8056.0,0.0,15.97,0.43,0.43,0.43,0.0,0.37,36.9
14/07/18 16:40:41,dm-2,0.0,0.0,800.0,0.0,6376.0,0.0,15.94,0.38,0.47,0.47,0.0,0.41,32.5
14/07/18 16:40:42,dm-2,0.0,0.0,988.0,0.0,7888.0,0.0,15.97,0.51,0.51,0.51,0.0,0.39,38.3
14/07/18 16:40:43,dm-2,0.0,0.0,1505.0,0.0,12024.0,0.0,15.98,0.64,0.42,0.42,0.0,0.33,50.3
14/07/18 16:40:44,dm-2,0.0,0.0,1638.0,0.0,13096.0,0.0,15.99,0.63,0.38,0.38,0.0,0.32,52.6
14/07/18 16:40:45,dm-2,0.0,0.0,1398.0,0.0,11184.0,0.0,16.0,0.51,0.36,0.36,0.0,0.31,42.8
14/07/18 16:40:46,dm-2,0.0,0.0,890.0,0.0,7120.0,0.0,16.0,0.38,0.42,0.42,0.0,0.34,30.4
14/07/18 16:40:47,dm-2,0.0,0.0,1231.0,2339.0,9848.0,29024.0,21.78,2.92,0.82,0.42,1.03,0.14,49.8
14/07/18 16:40:48,dm-2,0.0,0.0,786.0,0.0,6288.0,0.0,16.0,0.3,0.38,0.38,0.0,0.35,27.2
14/07/18 16:40:49,dm-2,0.0,0.0,1207.0,0.0,9648.0,0.0,15.99,0.5,0.42,0.42,0.0,0.34,41.4
14/07/18 16:40:50,dm-2,0.0,0.0,1049.0,0.0,8384.0,0.0,15.98,0.39,0.37,0.37,0.0,0.32,33.5
14/07/18 16:40:51,dm-2,0.0,0.0,780.0,0.0,6240.0,0.0,16.0,0.33,0.42,0.42,0.0,0.35,27.4
14/07/18 16:40:52,dm-2,0.0,0.0,1769.0,0.0,14152.0,0.0,16.0,0.72,0.41,0.41,0.0,0.32,55.9
14/07/18 16:40:53,dm-2,0.0,0.0,1343.0,0.0,10744.0,0.0,16.0,0.51,0.38,0.38,0.0,0.33,44.1
14/07/18 16:40:54,dm-2,0.0,0.0,1045.0,15.0,8360.0,256.0,16.26,0.44,0.42,0.41,0.8,0.35,36.8
14/07/18 16:40:55,dm-2,0.0,0.0,1313.0,0.0,10504.0,0.0,16.0,0.49,0.37,0.37,0.0,0.3,39.0
14/07/18 16:40:56,dm-2,0.0,0.0,1094.0,0.0,8752.0,0.0,16.0,0.4,0.36,0.36,0.0,0.3,32.9
14/07/18 16:40:57,dm-2,0.0,0.0,1372.0,0.0,10976.0,0.0,16.0,0.54,0.39,0.39,0.0,0.32,43.3
14/07/18 16:40:58,dm-2,0.0,0.0,2674.0,0.0,21384.0,0.0,15.99,0.97,0.36,0.36,0.0,0.27,72.0
14/07/18 16:40:59,dm-2,0.0,0.0,700.0,0.0,5600.0,0.0,16.0,0.29,0.41,0.41,0.0,0.36,25.5
14/07/18 16:41:00,dm-2,0.0,0.0,781.0,0.0,6248.0,0.0,16.0,0.31,0.39,0.39,0.0,0.35,27.3
14/07/18 16:41:01,dm-2,0.0,0.0,839.0,0.0,6704.0,0.0,15.98,0.35,0.42,0.42,0.0,0.34,28.5
14/07/18 16:41:02,dm-2,0.0,0.0,620.0,0.0,4960.0,0.0,16.0,0.27,0.44,0.44,0.0,0.39,23.9
14/07/18 16:41:03,dm-2,0.0,0.0,1454.0,0.0,11624.0,0.0,15.99,0.59,0.41,0.41,0.0,0.33,48.6
14/07/18 16:41:04,dm-2,0.0,0.0,2217.0,0.0,17728.0,0.0,15.99,1.03,0.47,0.47,0.0,0.31,67.9
14/07/18 16:41:05,dm-2,0.0,0.0,764.0,0.0,6112.0,0.0,16.0,0.39,0.51,0.51,0.0,0.44,33.8
14/07/18 16:41:06,dm-2,0.0,0.0,708.0,0.0,5664.0,0.0,16.0,0.34,0.48,0.48,0.0,0.41,29.2
14/07/18 16:41:07,dm-2,0.0,0.0,1991.0,0.0,15928.0,0.0,16.0,0.91,0.46,0.46,0.0,0.33,65.4
14/07/18 16:41:08,dm-2,0.0,0.0,1060.0,0.0,8472.0,0.0,15.98,0.46,0.44,0.44,0.0,0.37,39.0
14/07/18 16:41:09,dm-2,0.0,0.0,718.0,0.0,5744.0,0.0,16.0,0.3,0.42,0.42,0.0,0.37,26.6
14/07/18 16:41:10,dm-2,0.0,0.0,752.0,0.0,6016.0,0.0,16.0,0.29,0.39,0.39,0.0,0.36,27.1
14/07/18 16:41:11,dm-2,0.0,0.0,1916.0,0.0,15312.0,0.0,15.98,0.71,0.37,0.37,0.0,0.29,55.2
14/07/18 16:41:12,dm-2,0.0,0.0,757.0,0.0,6040.0,0.0,15.96,0.29,0.39,0.39,0.0,0.34,25.7
14/07/18 16:41:13,dm-2,0.0,0.0,1066.0,0.0,8520.0,0.0,15.98,0.44,0.42,0.42,0.0,0.35,37.3
14/07/18 16:41:14,dm-2,0.0,0.0,1008.0,0.0,8064.0,0.0,16.0,0.42,0.42,0.42,0.0,0.34,34.7
14/07/18 16:41:15,dm-2,0.0,0.0,1341.0,0.0,10728.0,0.0,16.0,0.5,0.37,0.37,0.0,0.32,43.1
14/07/18 16:41:16,dm-2,0.0,0.0,1109.0,0.0,8872.0,0.0,16.0,0.39,0.35,0.35,0.0,0.31,34.5
14/07/18 16:41:17,dm-2,0.0,0.0,1326.0,0.0,10608.0,0.0,16.0,0.5,0.37,0.37,0.0,0.27,35.9
14/07/18 16:41:18,dm-2,0.0,0.0,1471.0,0.0,11768.0,0.0,16.0,0.56,0.38,0.38,0.0,0.29,43.1
14/07/18 16:41:19,dm-2,0.0,0.0,1328.0,0.0,10624.0,0.0,16.0,0.5,0.38,0.38,0.0,0.32,41.9
14/07/18 16:41:20,dm-2,0.0,0.0,1614.0,0.0,12904.0,0.0,15.99,0.62,0.38,0.38,0.0,0.31,49.5
14/07/18 16:41:21,dm-2,0.0,0.0,1333.0,0.0,10656.0,0.0,15.99,0.54,0.41,0.41,0.0,0.32,42.4
14/07/18 16:41:22,dm-2,0.0,0.0,1619.0,0.0,12944.0,0.0,15.99,0.66,0.4,0.4,0.0,0.32,51.6
14/07/18 16:41:23,dm-2,0.0,0.0,1328.0,0.0,10616.0,0.0,15.99,0.55,0.42,0.42,0.0,0.33,43.3
14/07/18 16:41:24,dm-2,0.0,0.0,2340.0,2.0,18712.0,32.0,16.01,0.86,0.37,0.37,0.0,0.28,65.7
14/07/18 16:41:25,dm-2,0.0,0.0,2327.0,0.0,18616.0,0.0,16.0,0.93,0.4,0.4,0.0,0.28,65.0
14/07/18 16:41:26,dm-2,0.0,0.0,1052.0,0.0,8400.0,0.0,15.97,0.41,0.39,0.39,0.0,0.33,35.2
14/07/18 16:41:27,dm-2,0.0,0.0,1111.0,0.0,8888.0,0.0,16.0,0.45,0.41,0.41,0.0,0.33,36.9
14/07/18 16:41:28,dm-2,0.0,0.0,1277.0,0.0,10216.0,0.0,16.0,0.51,0.4,0.4,0.0,0.34,42.8
14/07/18 16:41:29,dm-2,0.0,0.0,1102.0,0.0,8816.0,0.0,16.0,0.4,0.36,0.36,0.0,0.32,35.4
14/07/18 16:41:30,dm-2,0.0,0.0,445.0,0.0,3560.0,0.0,16.0,0.19,0.43,0.43,0.0,0.4,17.9
14/07/18 16:41:31,dm-2,0.0,0.0,1166.0,0.0,9328.0,0.0,16.0,0.5,0.43,0.43,0.0,0.35,40.5
14/07/18 16:41:32,dm-2,0.0,0.0,1037.0,0.0,8288.0,0.0,15.98,0.41,0.39,0.39,0.0,0.33,34.7
14/07/18 16:41:33,dm-2,0.0,0.0,1797.0,0.0,14376.0,0.0,16.0,0.59,0.33,0.33,0.0,0.27,47.8
14/07/18 16:41:34,dm-2,0.0,0.0,751.0,0.0,6008.0,0.0,16.0,0.29,0.39,0.39,0.0,0.35,26.3
14/07/18 16:41:35,dm-2,0.0,0.0,543.0,0.0,4344.0,0.0,16.0,0.23,0.43,0.43,0.0,0.4,21.5
14/07/18 16:41:36,dm-2,0.0,0.0,685.0,0.0,5480.0,0.0,16.0,0.3,0.44,0.44,0.0,0.38,25.7
14/07/18 16:41:37,dm-2,0.0,0.0,1114.0,0.0,8912.0,0.0,16.0,0.44,0.4,0.4,0.0,0.33,37.1
14/07/18 16:41:38,dm-2,0.0,0.0,356.0,0.0,2848.0,0.0,16.0,0.15,0.41,0.41,0.0,0.4,14.1
14/07/18 16:41:39,dm-2,0.0,0.0,952.0,0.0,7616.0,0.0,16.0,0.41,0.43,0.43,0.0,0.36,34.3
14/07/18 16:41:40,dm-2,0.0,0.0,1276.0,0.0,10208.0,0.0,16.0,0.47,0.37,0.37,0.0,0.3,37.9
14/07/18 16:41:41,dm-2,0.0,0.0,872.0,0.0,6976.0,0.0,16.0,0.35,0.41,0.41,0.0,0.35,30.5
14/07/18 16:41:42,dm-2,0.0,0.0,1582.0,0.0,12648.0,0.0,15.99,0.64,0.41,0.41,0.0,0.31,48.5
14/07/18 16:41:43,dm-2,0.0,0.0,638.0,0.0,5104.0,0.0,16.0,0.26,0.41,0.41,0.0,0.38,24.4
14/07/18 16:41:44,dm-2,0.0,0.0,882.0,0.0,7056.0,0.0,16.0,0.39,0.45,0.45,0.0,0.4,35.5
14/07/18 16:41:45,dm-2,0.0,0.0,1668.0,0.0,13344.0,0.0,16.0,0.63,0.37,0.37,0.0,0.3,50.5
14/07/18 16:41:46,dm-2,0.0,0.0,1279.0,0.0,10232.0,0.0,16.0,0.5,0.39,0.39,0.0,0.33,42.5
14/07/18 16:41:47,dm-2,0.0,0.0,1764.0,0.0,14112.0,0.0,16.0,0.62,0.35,0.35,0.0,0.31,54.1
14/07/18 16:41:48,dm-2,0.0,0.0,727.0,0.0,5816.0,0.0,16.0,0.29,0.41,0.41,0.0,0.37,26.7
14/07/18 16:41:49,dm-2,0.0,0.0,1335.0,0.0,10680.0,0.0,16.0,0.53,0.4,0.4,0.0,0.32,43.1
14/07/18 16:41:50,dm-2,0.0,0.0,1271.0,0.0,10160.0,0.0,15.99,0.45,0.35,0.35,0.0,0.3,37.8
14/07/18 16:41:51,dm-2,0.0,0.0,2355.0,0.0,18824.0,0.0,15.99,0.88,0.37,0.37,0.0,0.27,63.6
14/07/18 16:41:52,dm-2,0.0,0.0,1161.0,0.0,9288.0,0.0,16.0,0.44,0.38,0.38,0.0,0.34,39.2
14/07/18 16:41:53,dm-2,0.0,0.0,1001.0,0.0,8008.0,0.0,16.0,0.42,0.42,0.42,0.0,0.34,34.0
14/07/18 16:41:54,dm-2,0.0,0.0,1817.0,1.0,14528.0,32.0,16.02,0.66,0.36,0.36,0.0,0.27,48.6
14/07/18 16:41:55,dm-2,0.0,0.0,1413.0,0.0,11304.0,0.0,16.0,0.5,0.35,0.35,0.0,0.3,42.1
14/07/18 16:41:56,dm-2,0.0,0.0,1441.0,0.0,11528.0,0.0,16.0,0.56,0.39,0.39,0.0,0.31,45.3
14/07/18 16:41:57,dm-2,0.0,0.0,1444.0,0.0,11536.0,0.0,15.98,0.51,0.36,0.36,0.0,0.29,42.4
14/07/18 16:41:58,dm-2,0.0,0.0,807.0,0.0,6456.0,0.0,16.0,0.32,0.39,0.39,0.0,0.33,27.0
14/07/18 16:41:59,dm-2,0.0,0.0,824.0,0.0,6592.0,0.0,16.0,0.32,0.39,0.39,0.0,0.33,27.2
14/07/18 16:42:00,dm-2,0.0,0.0,1095.0,0.0,8760.0,0.0,16.0,0.41,0.37,0.37,0.0,0.3,32.9
14/07/18 16:42:01,dm-2,0.0,0.0,1115.0,0.0,8920.0,0.0,16.0,0.43,0.39,0.39,0.0,0.34,37.7
14/07/18 16:42:02,dm-2,0.0,0.0,668.0,0.0,5344.0,0.0,16.0,0.27,0.4,0.4,0.0,0.37,24.5
14/07/18 16:42:03,dm-2,0.0,0.0,725.0,0.0,5792.0,0.0,15.98,0.3,0.42,0.42,0.0,0.36,26.2
14/07/18 16:42:04,dm-2,0.0,0.0,982.0,0.0,7856.0,0.0,16.0,0.37,0.38,0.38,0.0,0.33,32.2
14/07/18 16:42:05,dm-2,0.0,0.0,565.0,0.0,4520.0,0.0,16.0,0.23,0.41,0.41,0.0,0.36,20.3
14/07/18 16:42:06,dm-2,0.0,0.0,1491.0,0.0,11928.0,0.0,16.0,0.52,0.35,0.35,0.0,0.3,44.2
14/07/18 16:42:07,dm-2,0.0,0.0,1115.0,2408.0,8920.0,29440.0,21.78,2.66,0.75,0.36,0.93,0.11,39.1
14/07/18 16:42:08,dm-2,0.0,0.0,1647.0,0.0,13176.0,0.0,16.0,0.57,0.35,0.35,0.0,0.3,49.6
14/07/18 16:42:09,dm-2,0.0,0.0,713.0,0.0,5704.0,0.0,16.0,0.31,0.44,0.44,0.0,0.4,28.4
14/07/18 16:42:10,dm-2,0.0,0.0,1626.0,0.0,13008.0,0.0,16.0,0.62,0.38,0.38,0.0,0.31,50.8
14/07/18 16:42:11,dm-2,0.0,0.0,941.0,0.0,7528.0,0.0,16.0,0.35,0.38,0.38,0.0,0.33,31.5
14/07/18 16:42:12,dm-2,0.0,0.0,1272.0,0.0,10176.0,0.0,16.0,0.51,0.4,0.4,0.0,0.32,40.5
14/07/18 16:42:13,dm-2,0.0,0.0,619.8,0.0,4958.42,0.0,16.0,0.24,0.39,0.39,0.0,0.34,20.99
14/07/18 16:42:14,dm-2,0.0,0.0,745.0,0.0,5960.0,0.0,16.0,0.32,0.43,0.43,0.0,0.37,27.7
14/07/18 16:42:15,dm-2,0.0,0.0,1371.0,0.0,10952.0,0.0,15.98,0.48,0.35,0.35,0.0,0.3,40.7
14/07/18 16:42:16,dm-2,0.0,0.0,938.0,0.0,7504.0,0.0,16.0,0.36,0.39,0.39,0.0,0.33,31.3
14/07/18 16:42:17,dm-2,0.0,0.0,2429.0,0.0,19416.0,0.0,15.99,0.86,0.36,0.36,0.0,0.25,61.6
14/07/18 16:42:18,dm-2,0.0,0.0,1570.0,0.0,12552.0,0.0,15.99,0.58,0.37,0.37,0.0,0.3,46.5
14/07/18 16:42:19,dm-2,0.0,0.0,2343.0,0.0,18744.0,0.0,16.0,0.81,0.35,0.35,0.0,0.26,60.3
14/07/18 16:42:20,dm-2,0.0,0.0,1697.0,0.0,13576.0,0.0,16.0,0.6,0.35,0.35,0.0,0.31,52.8
14/07/18 16:42:21,dm-2,0.0,0.0,614.0,0.0,4904.0,0.0,15.97,0.25,0.41,0.41,0.0,0.37,22.8
14/07/18 16:42:22,dm-2,0.0,0.0,1311.0,0.0,10472.0,0.0,15.98,0.51,0.39,0.39,0.0,0.31,41.2
14/07/18 16:42:23,dm-2,0.0,0.0,1247.0,0.0,9968.0,0.0,15.99,0.46,0.37,0.37,0.0,0.31,38.8
14/07/18 16:42:24,dm-2,0.0,0.0,1507.0,15.0,12040.0,256.0,16.16,0.55,0.36,0.36,0.6,0.3,45.3
14/07/18 16:42:25,dm-2,0.0,0.0,2221.0,0.0,17752.0,0.0,15.99,0.81,0.37,0.37,0.0,0.29,63.6
14/07/18 16:42:26,dm-2,0.0,0.0,1338.0,0.0,10680.0,0.0,15.96,0.56,0.42,0.42,0.0,0.32,42.6
14/07/18 16:42:27,dm-2,0.0,0.0,1669.0,0.0,13344.0,0.0,15.99,0.63,0.37,0.37,0.0,0.3,50.9
14/07/18 16:42:28,dm-2,0.0,0.0,1145.0,0.0,9160.0,0.0,16.0,0.43,0.37,0.37,0.0,0.32,36.2
14/07/18 16:42:29,dm-2,0.0,0.0,614.0,0.0,4912.0,0.0,16.0,0.27,0.44,0.44,0.0,0.4,24.3
14/07/18 16:42:30,dm-2,0.0,0.0,972.0,0.0,7776.0,0.0,16.0,0.38,0.39,0.39,0.0,0.34,33.0
14/07/18 16:42:31,dm-2,0.0,0.0,615.0,0.0,4920.0,0.0,16.0,0.26,0.42,0.42,0.0,0.39,23.9
14/07/18 16:42:32,dm-2,0.0,0.0,743.0,0.0,5944.0,0.0,16.0,0.32,0.43,0.43,0.0,0.37,27.7
14/07/18 16:42:33,dm-2,0.0,0.0,628.0,0.0,5024.0,0.0,16.0,0.27,0.43,0.43,0.0,0.38,23.8
14/07/18 16:42:34,dm-2,0.0,0.0,1144.0,0.0,9152.0,0.0,16.0,0.48,0.42,0.42,0.0,0.34,38.8
14/07/18 16:42:35,dm-2,0.0,0.0,963.0,0.0,7704.0,0.0,16.0,0.42,0.44,0.44,0.0,0.37,35.6
14/07/18 16:42:36,dm-2,0.0,0.0,379.0,0.0,3032.0,0.0,16.0,0.18,0.48,0.48,0.0,0.41,15.5
14/07/18 16:42:37,dm-2,0.0,0.0,459.0,0.0,3672.0,0.0,16.0,0.2,0.44,0.44,0.0,0.4,18.5
14/07/18 16:42:38,dm-2,0.0,0.0,1548.0,0.0,12376.0,0.0,15.99,0.56,0.36,0.36,0.0,0.31,48.2
14/07/18 16:42:39,dm-2,0.0,0.0,1151.0,0.0,9208.0,0.0,16.0,0.41,0.36,0.36,0.0,0.31,35.5
14/07/18 16:42:40,dm-2,0.0,0.0,1523.0,0.0,12168.0,0.0,15.98,0.53,0.35,0.35,0.0,0.28,43.0
14/07/18 16:42:41,dm-2,0.0,0.0,2417.0,0.0,19336.0,0.0,16.0,0.94,0.39,0.39,0.0,0.28,67.5
14/07/18 16:42:42,dm-2,0.0,0.0,968.0,0.0,7744.0,0.0,16.0,0.41,0.42,0.42,0.0,0.34,33.1
14/07/18 16:42:43,dm-2,0.0,0.0,876.0,0.0,7008.0,0.0,16.0,0.37,0.42,0.42,0.0,0.34,30.0
14/07/18 16:42:44,dm-2,0.0,0.0,1554.0,0.0,12424.0,0.0,15.99,0.61,0.39,0.39,0.0,0.3,46.7
14/07/18 16:42:45,dm-2,0.0,0.0,740.0,0.0,5904.0,0.0,15.96,0.29,0.39,0.39,0.0,0.35,25.7
14/07/18 16:42:46,dm-2,0.0,0.0,513.0,0.0,4096.0,0.0,15.97,0.23,0.44,0.44,0.0,0.41,21.0
14/07/18 16:42:47,dm-2,0.0,0.0,1500.0,0.0,12000.0,0.0,16.0,0.56,0.37,0.37,0.0,0.3,44.4
14/07/18 16:42:48,dm-2,0.0,0.0,2071.0,0.0,16568.0,0.0,16.0,0.7,0.34,0.34,0.0,0.27,56.1
14/07/18 16:42:49,dm-2,0.0,0.0,1533.0,0.0,12264.0,0.0,16.0,0.57,0.38,0.38,0.0,0.28,43.2
14/07/18 16:42:50,dm-2,0.0,0.0,1045.0,0.0,8360.0,0.0,16.0,0.41,0.39,0.39,0.0,0.32,33.3
14/07/18 16:42:51,dm-2,0.0,0.0,827.0,0.0,6616.0,0.0,16.0,0.34,0.41,0.41,0.0,0.35,29.1
14/07/18 16:42:52,dm-2,0.0,0.0,448.0,0.0,3584.0,0.0,16.0,0.17,0.38,0.38,0.0,0.34,15.4
14/07/18 16:42:53,dm-2,0.0,0.0,755.0,0.0,6040.0,0.0,16.0,0.3,0.4,0.4,0.0,0.37,27.7
14/07/18 16:42:54,dm-2,0.0,0.0,860.0,3.0,6880.0,64.0,16.09,0.34,0.4,0.4,0.0,0.36,31.2
14/07/18 16:42:55,dm-2,0.0,0.0,691.0,0.0,5528.0,0.0,16.0,0.29,0.41,0.41,0.0,0.37,25.9
14/07/18 16:42:56,dm-2,0.0,0.0,944.0,0.0,7552.0,0.0,16.0,0.33,0.35,0.35,0.0,0.3,28.5
14/07/18 16:42:57,dm-2,0.0,0.0,615.0,0.0,4912.0,0.0,15.97,0.25,0.4,0.4,0.0,0.36,22.1
14/07/18 16:42:58,dm-2,0.0,0.0,1454.0,0.0,11624.0,0.0,15.99,0.56,0.39,0.39,0.0,0.31,45.5
14/07/18 16:42:59,dm-2,0.0,0.0,1647.0,0.0,13168.0,0.0,15.99,0.63,0.38,0.38,0.0,0.29,48.4
14/07/18 16:43:00,dm-2,0.0,0.0,872.0,0.0,6976.0,0.0,16.0,0.3,0.35,0.35,0.0,0.31,27.2
14/07/18 16:43:01,dm-2,0.0,0.0,516.0,0.0,4128.0,0.0,16.0,0.2,0.4,0.4,0.0,0.35,18.3
14/07/18 16:43:02,dm-2,0.0,0.0,1106.0,0.0,8840.0,0.0,15.99,0.41,0.37,0.37,0.0,0.31,34.0
14/07/18 16:43:03,dm-2,0.0,0.0,961.0,0.0,7680.0,0.0,15.98,0.4,0.42,0.42,0.0,0.33,31.3
14/07/18 16:43:04,dm-2,0.0,0.0,1789.0,0.0,14312.0,0.0,16.0,0.66,0.37,0.37,0.0,0.3,54.3
14/07/18 16:43:05,dm-2,0.0,0.0,999.0,0.0,7992.0,0.0,16.0,0.37,0.37,0.37,0.0,0.3,30.1
14/07/18 16:43:06,dm-2,0.0,0.0,1884.0,0.0,15064.0,0.0,15.99,0.69,0.37,0.37,0.0,0.29,54.0
14/07/18 16:43:07,dm-2,0.0,0.0,1883.0,0.0,15064.0,0.0,16.0,0.74,0.39,0.39,0.0,0.28,52.9
14/07/18 16:43:08,dm-2,0.0,0.0,1251.0,0.0,9992.0,0.0,15.97,0.51,0.41,0.41,0.0,0.33,41.9
14/07/18 16:43:09,dm-2,0.0,0.0,1663.0,0.0,13296.0,0.0,15.99,0.66,0.4,0.4,0.0,0.3,49.3
14/07/18 16:43:10,dm-2,0.0,0.0,747.0,0.0,5976.0,0.0,16.0,0.33,0.45,0.45,0.0,0.39,28.8
14/07/18 16:43:11,dm-2,0.0,0.0,1433.0,0.0,11464.0,0.0,16.0,0.57,0.4,0.4,0.0,0.31,45.0
14/07/18 16:43:12,dm-2,0.0,0.0,1259.0,0.0,10072.0,0.0,16.0,0.51,0.41,0.41,0.0,0.34,42.2
14/07/18 16:43:13,dm-2,0.0,0.0,644.0,0.0,5152.0,0.0,16.0,0.29,0.45,0.45,0.0,0.39,24.9
14/07/18 16:43:14,dm-2,0.0,0.0,937.0,0.0,7496.0,0.0,16.0,0.36,0.38,0.38,0.0,0.34,32.2
14/07/18 16:43:15,dm-2,0.0,0.0,865.0,0.0,6912.0,0.0,15.98,0.34,0.39,0.39,0.0,0.34,29.3
14/07/18 16:43:16,dm-2,0.0,0.0,850.0,0.0,6800.0,0.0,16.0,0.32,0.38,0.38,0.0,0.34,28.8
14/07/18 16:43:17,dm-2,0.0,0.0,353.0,0.0,2824.0,0.0,16.0,0.17,0.48,0.48,0.0,0.44,15.5
14/07/18 16:43:18,dm-2,0.0,0.0,757.0,0.0,6048.0,0.0,15.98,0.34,0.45,0.45,0.0,0.37,27.8
14/07/18 16:43:19,dm-2,0.0,0.0,1187.0,0.0,9496.0,0.0,16.0,0.48,0.41,0.41,0.0,0.34,40.0
14/07/18 16:43:20,dm-2,0.0,0.0,980.0,0.0,7840.0,0.0,16.0,0.35,0.36,0.36,0.0,0.31,30.2
14/07/18 16:43:21,dm-2,0.0,0.0,352.0,0.0,2816.0,0.0,16.0,0.14,0.4,0.4,0.0,0.4,14.0
14/07/18 16:43:22,dm-2,0.0,0.0,714.0,0.0,5696.0,0.0,15.96,0.31,0.43,0.43,0.0,0.38,27.2
14/07/18 16:43:23,dm-2,0.0,0.0,1046.0,0.0,8352.0,0.0,15.97,0.42,0.41,0.41,0.0,0.34,35.7
14/07/18 16:43:24,dm-2,0.0,0.0,1066.0,13.0,8520.0,208.0,16.18,0.57,0.53,0.46,6.0,0.39,41.9
14/07/18 16:43:25,dm-2,0.0,0.0,750.0,0.0,6000.0,0.0,16.0,0.36,0.48,0.48,0.0,0.41,30.5
14/07/18 16:43:26,dm-2,0.0,0.0,901.0,2239.0,7208.0,27984.0,22.42,2.69,0.86,0.51,0.99,0.14,43.6
14/07/18 16:43:27,dm-2,0.0,0.0,448.0,0.0,3584.0,0.0,16.0,0.22,0.48,0.48,0.0,0.44,19.7
14/07/18 16:43:28,dm-2,0.0,0.0,1084.0,0.0,8672.0,0.0,16.0,0.45,0.41,0.41,0.0,0.34,37.3
14/07/18 16:43:29,dm-2,0.0,0.0,695.0,0.0,5560.0,0.0,16.0,0.29,0.42,0.42,0.0,0.37,25.7
14/07/18 16:43:30,dm-2,0.0,0.0,1859.0,0.0,14872.0,0.0,16.0,0.64,0.35,0.35,0.0,0.26,49.2
14/07/18 16:43:31,dm-2,0.0,0.0,576.0,0.0,4600.0,0.0,15.97,0.25,0.43,0.43,0.0,0.39,22.6
14/07/18 16:43:32,dm-2,0.0,0.0,863.0,0.0,6896.0,0.0,15.98,0.36,0.42,0.42,0.0,0.37,32.0
14/07/18 16:43:33,dm-2,0.0,0.0,1001.0,0.0,8000.0,0.0,15.98,0.4,0.4,0.4,0.0,0.33,33.1
14/07/18 16:43:34,dm-2,0.0,0.0,780.0,0.0,6240.0,0.0,16.0,0.29,0.37,0.37,0.0,0.33,25.4
14/07/18 16:43:35,dm-2,0.0,0.0,2291.0,0.0,18320.0,0.0,15.99,0.75,0.33,0.33,0.0,0.21,47.1
14/07/18 16:43:36,dm-2,0.0,0.0,1579.0,0.0,12632.0,0.0,16.0,0.6,0.38,0.38,0.0,0.31,49.4
14/07/18 16:43:37,dm-2,0.0,0.0,661.0,0.0,5288.0,0.0,16.0,0.27,0.41,0.41,0.0,0.36,23.6
14/07/18 16:43:38,dm-2,0.0,0.0,646.0,0.0,5168.0,0.0,16.0,0.27,0.42,0.42,0.0,0.38,24.5
14/07/18 16:43:39,dm-2,0.0,0.0,1324.0,0.0,10592.0,0.0,16.0,0.5,0.38,0.38,0.0,0.31,41.3
14/07/18 16:43:40,dm-2,0.0,0.0,1316.0,0.0,10528.0,0.0,16.0,0.44,0.33,0.33,0.0,0.24,31.6
14/07/18 16:43:41,dm-2,0.0,0.0,1267.0,0.0,10136.0,0.0,16.0,0.46,0.36,0.36,0.0,0.29,37.3
14/07/18 16:43:42,dm-2,0.0,0.0,1583.0,0.0,12664.0,0.0,16.0,0.59,0.37,0.37,0.0,0.32,50.8
14/07/18 16:43:43,dm-2,0.0,0.0,2040.0,0.0,16320.0,0.0,16.0,0.78,0.38,0.38,0.0,0.31,62.8
