datetime,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
07/14/18 16:48:05,15,1,0,67259584,27520,3157900,0,0,8104,608,23410,3786,33,0,66,1,0
07/14/18 16:48:06,13,0,0,67259712,27564,3157860,0,0,8952,848,21531,4139,27,0,72,1,0
07/14/18 16:48:07,12,0,0,67259776,27612,3157872,0,0,7656,916,20851,3746,28,0,71,1,0
07/14/18 16:48:08,16,1,0,67259152,27644,3157892,0,0,6856,608,20905,3331,28,0,71,1,0
07/14/18 16:48:09,12,1,0,67259208,27684,3157864,0,0,6864,760,20857,3515,27,0,72,1,0
07/14/18 16:48:10,17,0,0,67258944,27732,3157876,0,0,8744,908,23036,4553,32,0,67,1,0
07/14/18 16:48:11,15,0,0,67258432,27780,3157876,0,0,9376,816,23440,4203,32,0,67,1,0
07/14/18 16:48:12,11,0,0,67258720,27820,3157904,0,0,10568,760,18695,4594,21,0,77,1,0
07/14/18 16:48:13,15,0,0,67258736,27860,3157864,0,0,6768,760,20428,3352,28,0,71,1,0
07/14/18 16:48:14,15,0,0,67258800,27892,3157920,0,0,4248,608,20999,2825,30,0,70,0,0
07/14/18 16:48:15,12,0,0,67259160,27932,3157928,0,0,5456,760,23481,3129,34,0,65,1,0
07/14/18 16:48:16,13,1,0,67258816,27980,3157888,0,0,4472,776,17770,2587,24,0,75,1,0
07/14/18 16:48:17,14,0,0,67259008,28028,3157888,0,0,5896,916,23524,3178,33,0,66,1,0
07/14/18 16:48:18,19,0,0,67259024,28076,3157924,0,0,7376,912,24189,3735,34,0,65,1,0
07/14/18 16:48:19,9,0,0,67259024,28116,3157884,0,0,11392,760,24584,4996,32,0,67,1,0
07/14/18 16:48:20,14,0,0,67258368,28164,3157944,0,0,7736,921,19443,3749,26,0,73,1,0
07/14/18 16:48:21,13,0,0,67257936,28220,3157960,0,0,7928,1390,22158,4042,30,0,69,1,0
07/14/18 16:48:22,15,0,0,67258176,28268,3157912,0,0,6056,912,21180,3486,29,0,70,1,0
07/14/18 16:48:23,16,0,0,67257872,28308,3157912,0,0,4776,776,22834,2893,32,0,67,1,0
07/14/18 16:48:24,16,0,0,67257264,28348,3157948,0,0,4376,760,22630,2687,34,0,66,0,0
07/14/18 16:48:25,14,1,0,67257016,28380,3157916,0,0,4400,881,20938,3438,30,0,69,0,0
07/14/18 16:48:26,15,0,0,67256984,28428,3157952,0,0,7416,812,20653,3695,28,0,71,1,0
07/14/18 16:48:27,14,0,0,67256768,28476,3157976,0,0,6120,916,23458,3541,34,0,65,1,0
07/14/18 16:48:28,9,0,0,67256808,28516,3157936,0,0,6184,760,20962,3307,28,0,71,1,0
07/14/18 16:48:29,12,1,0,67256552,28564,3157948,0,0,3968,912,17392,2706,23,0,76,1,0
07/14/18 16:48:30,12,0,0,67257072,28604,3158000,0,0,7064,760,23838,3698,33,0,66,1,0
07/14/18 16:48:31,12,1,0,67257216,28652,3157988,0,0,5288,804,24281,3028,35,0,64,1,0
07/14/18 16:48:32,8,0,0,67256912,28692,3157968,0,0,12472,772,20856,4925,25,0,74,1,0
07/14/18 16:48:33,14,1,0,67256896,28724,3158024,0,0,6988,608,18358,3488,23,0,76,1,0
07/14/18 16:48:34,14,0,0,67257152,28756,3158036,0,0,3792,608,20183,2555,29,0,70,0,0
07/14/18 16:48:35,16,0,0,67256704,28788,3158060,0,0,9760,608,22799,4401,30,0,69,1,0
07/14/18 16:48:36,17,0,0,67255632,28844,3158116,0,0,9288,928,23508,4260,31,0,68,1,0
07/14/18 16:48:37,13,1,0,67255936,28892,3158164,0,0,9608,916,20236,4442,25,0,74,1,0
07/14/18 16:48:38,14,0,0,67254624,28924,3158068,0,0,7856,608,22802,3730,31,0,68,1,0
07/14/18 16:48:39,13,0,0,67254592,28972,3158068,0,0,5416,912,19735,3155,27,0,72,1,0
07/14/18 16:48:40,11,2,0,67249344,29020,3158112,0,0,18008,912,27136,7549,31,0,67,2,0
07/14/18 16:48:41,14,0,0,67249696,29072,3158064,0,0,11500,948,21069,4974,25,0,74,1,0
07/14/18 16:48:42,13,0,0,67249952,29104,3158096,0,0,9040,608,21165,4008,26,0,72,1,0
07/14/18 16:48:43,15,0,0,67250160,29144,3158144,0,0,5528,760,21789,3068,31,0,68,1,0
07/14/18 16:48:44,17,0,0,67252064,29184,3158148,0,0,7576,760,24743,4337,33,0,66,1,0
07/14/18 16:48:45,13,0,0,67251264,29232,3158152,0,0,6656,936,21751,3656,29,0,70,1,0
07/14/18 16:48:46,11,1,0,67251800,29280,3158180,0,0,3712,780,20736,2557,30,0,70,0,0
07/14/18 16:48:47,11,0,0,67251440,29320,3158144,0,0,6184,66838,26503,7825,31,0,68,1,0
07/14/18 16:48:48,16,0,0,67251072,29352,3158176,0,0,8248,608,23191,3949,32,0,67,1,0
07/14/18 16:48:49,13,0,0,67251016,29400,3158132,0,0,4656,912,19712,2787,28,0,72,0,0
07/14/18 16:48:50,15,1,0,67248496,29424,3158264,0,0,3112,488,19106,2321,29,0,71,0,0
07/14/18 16:48:51,16,1,0,67248128,29472,3158236,0,0,10848,792,22552,4452,31,0,68,1,0
07/14/18 16:48:52,21,1,0,67248256,29504,3158260,0,0,4720,608,24511,3011,35,0,64,0,0
07/14/18 16:48:53,10,0,0,67247408,29552,3158232,0,0,8240,918,24863,4087,35,0,64,1,0
07/14/18 16:48:54,12,0,0,67246808,29600,3158244,0,0,6976,912,18422,4072,23,0,76,1,0
07/14/18 16:48:55,12,0,0,67246704,29640,3158268,0,0,10880,1036,21159,4747,26,0,72,1,0
07/14/18 16:48:56,11,0,0,67232144,29672,3164840,0,0,14236,576,23583,5179,28,1,71,1,0
07/14/18 16:48:57,19,0,0,67232160,29712,3166448,0,0,5088,764,20519,2907,28,0,72,1,0
07/14/18 16:48:58,12,0,0,67232944,29744,3166552,0,0,3104,608,21211,2310,31,0,68,0,0
07/14/18 16:48:59,13,0,0,67232952,29784,3166516,0,0,3264,760,21276,2311,32,0,68,0,0
07/14/18 16:49:00,12,1,0,67233376,29816,3166536,0,0,4736,608,23767,3475,34,0,66,1,0
07/14/18 16:49:01,13,1,0,67233672,29864,3166520,0,0,11120,832,22586,4794,28,0,70,1,0
07/14/18 16:49:02,7,0,0,67234832,29920,3166568,0,0,6080,1064,21435,3369,30,0,70,1,0
07/14/18 16:49:03,11,0,0,67234800,29968,3166524,0,0,6744,912,18872,3296,24,0,75,1,0
07/14/18 16:49:04,13,1,0,67235456,30000,3166548,0,0,8232,608,20322,3818,27,0,72,1,0
07/14/18 16:49:05,17,0,0,67235696,30048,3166580,0,0,9824,912,23756,4402,31,0,68,1,0
07/14/18 16:49:06,7,0,0,67235808,30104,3166544,0,0,4768,992,20319,2749,29,0,70,1,0
07/14/18 16:49:07,15,1,0,67234792,30144,3166564,0,0,5080,760,19248,2928,27,0,73,1,0
07/14/18 16:49:08,16,0,0,67235320,30192,3166556,0,0,3984,912,20754,2417,31,0,69,1,0
07/14/18 16:49:09,14,0,0,67235840,30232,3166568,0,0,13840,760,25795,6035,33,0,65,1,0
07/14/18 16:49:10,15,0,0,67236144,30272,3166580,0,0,8888,760,21746,4234,28,0,71,1,0
07/14/18 16:49:11,16,0,0,67231648,30320,3166584,0,0,6384,796,22611,3311,33,0,66,1,0
07/14/18 16:49:12,9,0,0,67231056,30360,3166668,0,0,8984,760,21171,4047,28,0,71,1,0
07/14/18 16:49:13,19,0,0,67229664,30408,3167240,0,0,10384,912,23465,4575,31,1,68,1,0
07/14/18 16:49:14,13,0,0,67229376,30456,3167232,0,0,6424,912,25475,3658,36,0,63,1,0
07/14/18 16:49:15,11,2,0,67229992,30496,3167192,0,0,4552,760,15898,2717,20,0,79,1,0
