datetime,Glorefs,RemGrefs,GRratio,PhyRds,Rdratio,Gloupds,RemGupds,Rourefs,RemRrefs,RouLaS,RemRLaS,PhyWrs,WDQsz,WDtmpq,WDphase,WIJwri,RouCMs,Jrnwrts,ActECP,Addblk,PrgBufL,PrgSrvR,BytSnt,BytRcd,WDpass,IJUcnt,IJULock,PPGrefs,PPGupds
07/14/2018 16:39:55,1007425,0,0,838,750.92,94776,0,365975,0,19,0,0,1695,48738,0,0,31,6,0,0,0,0,0,0,291,0,0,164901,64470
07/14/2018 16:39:56,1387239,0,0,2122,295.82,67266,0,445865,0,0,0,0,1713,48855,0,0,57,4,0,0,0,0,0,0,291,0,0,77461,29404
07/14/2018 16:39:57,1279681,0,0,1339,635,87919,0,435378,0,19,0,0,1747,48966,0,0,108,5,0,0,0,0,0,0,291,0,0,99652,46260
07/14/2018 16:39:58,934149,0,0,1693,353.89,80883,0,377914,0,0,0,0,1770,49097,0,0,78,5,0,0,0,0,0,0,291,0,0,96365,45999
07/14/2018 16:39:59,1370443,0,0,1126,813.03,103926,0,503069,0,0,0,0,1793,49248,0,0,70,5,0,0,0,0,0,0,291,0,0,175333,65979
07/14/2018 16:40:00,1118497,0,0,2546,237.24,87996,0,395260,0,0,0,0,1811,49364,0,0,80,5,0,0,0,0,0,0,291,0,0,104443,48115
07/14/2018 16:40:01,1571038,0,0,1056,955.29,134446,0,478715,0,9,0,0,1904,49491,0,0,132,7,0,0,0,0,0,0,291,0,0,256859,95295
07/14/2018 16:40:02,951609,0,0,553,887.39,73448,0,386207,0,18,0,0,1988,49569,0,0,103,5,0,0,0,0,0,0,291,0,0,83874,39387
07/14/2018 16:40:03,849801,0,0,1885,264.49,65043,0,316214,0,0,0,0,2010,49672,0,0,99,4,0,0,0,0,0,0,291,0,0,75065,33785
07/14/2018 16:40:04,1629489,0,0,1280,720.15,98068,0,562907,0,0,0,0,2032,49809,0,0,99,6,0,0,0,0,0,0,291,0,0,123708,53510
07/14/2018 16:40:05,1384519,0,0,1196,799.53,71920,0,464300,0,18,0,0,2113,49961,0,0,79,5,0,0,0,0,0,0,291,0,0,86037,35078
07/14/2018 16:40:06,1001261,0,0,912,619.05,81608,0,367181,0,0,0,0,2132,50068,0,0,49,4,0,0,0,0,0,0,291,0,0,100670,49960
07/14/2018 16:40:07,1483983,0,0,2551,270.12,98834,0,355916,0,19,0,0,2154,50148,0,0,83,6,0,0,0,0,0,0,291,0,0,166115,65281
07/14/2018 16:40:08,1164327,0,0,1069,834.44,82021,0,499819,0,9,0,0,2239,50265,0,0,47,5,0,0,0,0,0,0,291,0,0,110145,44116
07/14/2018 16:40:09,1117976,0,0,1321,474.64,96683,0,373001,0,36,0,0,2391,50357,0,0,95,7,0,0,0,0,0,0,291,0,0,157928,63932
07/14/2018 16:40:10,1014583,0,0,1038,729.33,75052,0,457598,0,0,0,0,2408,50459,0,0,54,4,0,0,0,0,0,0,291,0,0,94279,39489
07/14/2018 16:40:11,842479,0,0,653,927.23,78427,0,447397,0,18,0,0,2494,50557,0,0,55,6,0,0,0,0,0,0,291,0,0,95519,42422
07/14/2018 16:40:12,1346965,0,0,1125,685.98,108421,0,434521,0,28,0,0,2584,50669,0,0,64,6,0,0,0,0,0,0,291,0,0,173328,70199
07/14/2018 16:40:13,1088969,0,0,1066,390.41,61455,0,301538,0,0,0,0,2602,50743,0,0,62,4,0,0,0,0,0,0,291,0,0,71365,33648
07/14/2018 16:40:14,1180852,0,0,989,806.57,94371,0,485507,0,0,0,0,2622,50887,0,0,125,5,0,0,0,0,0,0,291,0,0,114795,49414
07/14/2018 16:40:15,1053496,0,0,636,886,72281,0,394240,0,19,0,0,2656,51001,0,0,50,4,0,0,0,0,0,0,291,0,0,82273,38871
07/14/2018 16:40:16,1575367,0,0,803,1038.87,92323,0,522877,0,19,0,0,2742,51151,0,0,124,6,0,0,0,0,0,0,291,0,0,106989,49062
07/14/2018 16:40:17,831860,0,0,725,838.81,81215,0,396979,0,18,0,0,2824,51252,0,0,63,7,0,0,0,0,0,0,291,0,0,101542,45539
07/14/2018 16:40:18,893907,0,0,843,598.23,69309,0,377633,0,19,0,0,2849,51330,0,0,67,5,0,0,0,0,0,0,291,0,0,81304,35582
07/14/2018 16:40:19,1406544,0,0,1059,739.44,109026,0,427471,0,0,0,0,2865,51475,0,0,84,4,0,0,0,0,0,0,291,0,0,167523,70702
07/14/2018 16:40:20,994569,0,0,801,752.98,84590,0,413070,0,9,0,0,2945,51538,0,0,47,6,0,0,0,0,0,0,291,0,0,101798,45546
07/14/2018 16:40:21,1322287,0,0,1787,404.8,95763,0,438463,0,19,0,0,2971,51718,0,0,98,5,0,0,0,0,0,0,291,0,0,154263,60346
07/14/2018 16:40:22,1496146,0,0,1678,396.44,79476,0,394358,0,0,0,0,2986,51785,0,0,69,4,0,0,0,0,0,0,291,0,0,99396,42851
07/14/2018 16:40:23,1990273,0,0,1061,910.48,160339,0,447024,0,0,0,0,3007,52006,0,0,78,5,0,0,0,0,0,0,291,0,0,291294,120842
07/14/2018 16:40:24,1099538,0,0,1405,519.69,96406,0,369013,0,18,0,0,3100,52032,0,0,65,6,0,0,0,0,0,0,291,0,0,189544,63653
07/14/2018 16:40:25,756090,0,0,671,751.9,83119,0,369186,0,0,0,0,3113,52139,0,0,72,4,0,0,0,0,0,0,291,0,0,101223,47905
07/14/2018 16:40:26,1403426,0,0,1207,799.11,100158,0,490923,0,0,0,0,3132,52243,0,0,92,6,0,0,0,0,0,0,291,0,0,173290,64591
07/14/2018 16:40:27,1340216,0,0,1463,555.91,73177,0,481233,0,0,0,0,3158,52361,0,0,65,4,0,0,0,0,0,0,291,0,0,99859,39628
07/14/2018 16:40:28,1438169,0,0,921,1029.7,112641,0,465206,0,19,0,0,3184,52491,0,0,71,5,0,0,0,0,0,0,291,0,0,183668,75914
07/14/2018 16:40:29,1078662,0,0,1634,372.72,63061,0,325335,0,0,0,0,3201,52568,0,0,47,5,0,0,0,0,0,0,291,0,0,79998,32110
07/14/2018 16:40:30,1279576,0,0,1786,486.83,86586,0,510756,0,19,0,0,3231,52699,0,0,98,5,0,0,0,0,0,0,291,0,0,108247,46619
07/14/2018 16:40:31,714734,0,0,1298,364.73,77363,0,359382,0,0,0,0,3249,52808,0,0,61,5,0,0,0,0,0,0,291,0,0,101710,45984
07/14/2018 16:40:32,1243194,0,0,2049,428.15,97271,0,426134,0,0,0,0,3269,52916,0,0,64,4,0,0,0,0,0,0,291,0,0,160105,60614
07/14/2018 16:40:33,1471569,0,0,1492,518.91,106882,0,451337,0,45,0,0,3481,53014,0,0,90,8,0,0,0,0,0,0,291,0,0,166179,67432
07/14/2018 16:40:34,1127074,0,0,1110,485.37,79306,0,387698,0,19,0,0,3515,53120,0,0,57,5,0,0,0,0,0,0,291,0,0,97811,43538
07/14/2018 16:40:35,1420643,0,0,806,888.95,82141,0,460964,0,0,0,0,3532,53219,0,0,87,6,0,0,0,0,0,0,291,0,0,107560,47563
07/14/2018 16:40:36,1227790,0,0,595,1488.4,99688,0,427803,0,0,0,0,3551,53346,0,0,61,4,0,0,0,0,0,0,291,0,0,172139,66755
07/14/2018 16:40:37,1018717,0,0,1395,479.24,78878,0,470734,0,18,0,0,3634,53441,0,0,68,5,0,0,0,0,0,0,291,0,0,95698,41720
07/14/2018 16:40:38,1165572,0,0,535,1495.24,103867,0,427046,0,0,0,0,3654,53568,0,0,66,5,0,0,0,0,0,0,291,0,0,165090,68528
07/14/2018 16:40:39,1433343,0,0,1621,577.55,98842,0,533998,0,19,0,0,3685,53704,0,0,142,5,0,0,0,0,0,0,291,0,0,121978,54513
07/14/2018 16:40:40,995724,0,0,857,633.16,71262,0,412388,0,0,0,0,3707,53796,0,0,54,5,0,0,0,0,0,0,291,0,0,89348,37676
07/14/2018 16:40:41,907374,0,0,791,685.31,71961,0,357468,0,0,0,0,3722,53876,0,0,51,5,0,0,0,0,0,0,291,0,0,82364,40772
07/14/2018 16:40:42,1399380,0,0,1157,745.72,85822,0,516922,0,9,0,0,3806,54009,0,0,120,5,0,0,0,0,0,0,291,0,0,111767,46979
07/14/2018 16:40:43,1892430,0,0,1531,592.09,107367,0,481623,0,18,0,0,3894,54129,0,0,64,6,0,0,0,0,0,0,291,0,0,182197,68332
07/14/2018 16:40:44,1308169,0,0,1614,325.36,64899,0,332927,0,1,0,0,3910,54222,0,0,61,4,0,0,0,0,0,0,291,0,0,94302,37407
07/14/2018 16:40:45,1286145,0,0,1360,585.79,111690,0,438664,0,0,0,0,3930,54310,0,0,76,5,0,0,0,0,0,0,291,0,0,161792,74859
07/14/2018 16:40:46,1260220,0,0,952,803.36,99556,0,439222,0,18,0,0,4017,54449,0,0,94,6,0,0,0,0,0,0,291,0,0,163621,61334
07/14/2018 16:40:47,893748,0,0,1062,480.84,80082,0,373576,0,0,0,4027,236,54527,0,133,43,4,0,0,0,0,0,0,292,0,0,103006,49725
07/14/2018 16:40:48,1158184,0,0,860,894.06,84399,0,471431,0,1,0,0,395,54654,0,0,82,4,0,0,0,0,0,0,292,0,0,117841,42228
07/14/2018 16:40:49,1290945,0,0,1174,759.68,109265,0,519731,0,0,0,0,520,54801,0,0,95,6,0,0,0,0,0,0,292,0,0,156194,68716
07/14/2018 16:40:50,1082628,0,0,1011,604.47,82162,0,384828,0,56,0,0,721,54886,0,0,76,5,0,0,0,0,0,0,292,0,0,94207,46098
07/14/2018 16:40:51,1467704,0,0,992,903.13,122963,0,338667,0,0,0,0,778,55011,0,0,77,6,0,0,0,0,0,0,292,0,0,230244,85980
07/14/2018 16:40:52,1380442,0,0,1556,458.82,84590,0,473481,0,0,0,0,817,55131,0,0,66,5,0,0,0,0,0,0,292,0,0,113912,49452
07/14/2018 16:40:53,748594,0,0,1346,412.36,64261,0,404106,0,19,0,0,858,55197,0,0,83,4,0,0,0,0,0,0,292,0,0,73104,31945
07/14/2018 16:40:54,801558,0,0,1052,535.71,72580,0,365747,0,38,0,0,908,55309,0,0,82,6,0,0,0,0,0,0,292,0,0,88167,39423
07/14/2018 16:40:55,1221791,0,0,1524,442.75,89116,0,424351,0,19,0,0,948,55403,0,0,152,6,0,0,0,0,0,0,292,0,0,108598,50181
07/14/2018 16:40:56,1177515,0,0,897,818.05,72269,0,430969,0,0,0,0,981,55522,0,0,53,4,0,0,0,0,0,0,292,0,0,91074,38422
07/14/2018 16:40:57,1377915,0,0,1715,431.31,80590,0,416179,0,38,0,0,1028,55640,0,0,119,5,0,0,0,0,0,0,292,0,0,93478,40934
07/14/2018 16:40:58,1502034,0,0,2279,402.5,105470,0,510181,0,0,0,0,1046,55736,0,0,72,6,0,0,0,0,0,0,292,0,0,182022,67342
07/14/2018 16:40:59,1451803,0,0,751,933.31,73390,0,478094,0,19,0,0,1079,55908,0,0,75,5,0,0,0,0,0,0,292,0,0,82337,35169
07/14/2018 16:41:00,1290341,0,0,886,772.4,93799,0,387935,0,0,0,0,1102,56040,0,0,70,6,0,0,0,0,0,0,292,0,0,100977,53300
07/14/2018 16:41:01,968386,0,0,647,1094.9,92994,0,452986,0,18,0,0,1190,56151,0,0,59,5,0,0,0,0,0,0,292,0,0,114959,53882
07/14/2018 16:41:02,1148235,0,0,786,846.36,71279,0,404794,0,0,0,0,1210,56243,0,0,56,4,0,0,0,0,0,0,292,0,0,81593,38509
07/14/2018 16:41:03,1596269,0,0,1483,549.88,126605,0,405558,0,18,0,0,1298,56331,0,0,78,6,0,0,0,0,0,0,292,0,0,246831,93481
07/14/2018 16:41:04,1634198,0,0,2162,461.29,132857,0,456527,0,36,0,0,1519,56441,0,0,111,7,0,0,0,0,0,0,292,0,0,246730,93634
07/14/2018 16:41:05,1095387,0,0,660,1050.25,67081,0,401288,0,0,0,0,1539,56529,0,0,47,5,0,0,0,0,0,0,292,0,0,91737,36141
07/14/2018 16:41:06,1477202,0,0,1092,690.77,77934,0,458244,0,0,0,0,1564,56648,0,0,71,4,0,0,0,0,0,0,292,0,0,96925,43932
07/14/2018 16:41:07,1934959,0,0,1680,622.41,118667,0,514991,0,0,0,0,1586,56780,0,0,92,5,0,0,0,0,0,0,292,0,0,200018,80186
07/14/2018 16:41:08,816025,0,0,998,531.42,71618,0,345915,0,36,0,0,1735,56871,0,0,116,5,0,0,0,0,0,0,292,0,0,76509,34080
07/14/2018 16:41:09,1100939,0,0,678,1092.27,102328,0,416223,0,0,0,0,1759,56991,0,0,59,6,0,0,0,0,0,0,292,0,0,171294,64786
07/14/2018 16:41:10,1440640,0,0,988,916.69,110694,0,471195,0,9,0,0,1840,57076,0,0,56,4,0,0,0,0,0,0,292,0,0,173170,69444
07/14/2018 16:41:11,1248793,0,0,1766,460.56,90476,0,483918,0,0,0,0,1860,57222,0,0,80,5,0,0,0,0,0,0,292,0,0,115024,51009
07/14/2018 16:41:12,1122755,0,0,764,853.76,77389,0,445230,0,0,0,0,1879,57357,0,0,72,5,0,0,0,0,0,0,292,0,0,83771,39842
07/14/2018 16:41:13,831235,0,0,1083,496.48,76972,0,364604,0,18,0,0,1976,57436,0,0,69,5,0,0,0,0,0,0,292,0,0,86613,40528
07/14/2018 16:41:14,1462866,0,0,1031,862.85,130496,0,394965,0,0,0,0,2001,57551,0,0,57,5,0,0,0,0,0,0,292,0,0,250573,95831
07/14/2018 16:41:15,884949,0,0,1178,547.17,84428,0,414163,0,18,0,0,2083,57668,0,0,99,5,0,0,0,0,0,0,292,0,0,105114,47605
07/14/2018 16:41:16,782192,0,0,1256,451.52,67244,0,312632,0,0,0,0,2104,57737,0,0,69,5,0,0,0,0,0,0,292,0,0,81637,35784
07/14/2018 16:41:17,1045631,0,0,1295,464.28,82658,0,397432,0,1,0,0,2123,57860,0,0,94,5,0,0,0,0,0,0,292,0,0,100217,46272
07/14/2018 16:41:18,1225131,0,0,1396,517.81,81713,0,436002,0,38,0,0,2154,57961,0,0,106,5,0,0,0,0,0,0,292,0,0,94243,42679
07/14/2018 16:41:19,1054129,0,0,1521,466.41,92828,0,369643,0,0,0,0,2170,58068,0,0,47,3,0,0,0,0,0,0,292,1,0,156362,62238
07/14/2018 16:41:20,1123268,0,0,1651,380.85,74353,0,470145,0,19,0,0,2207,58181,0,0,98,7,0,0,0,0,0,0,292,0,0,94157,36855
07/14/2018 16:41:21,1245905,0,0,1335,406.79,72639,0,372863,0,19,0,0,2244,58292,0,0,69,5,0,0,0,0,0,0,292,0,0,79104,38523
07/14/2018 16:41:22,1164699,0,0,1409,562.97,76886,0,470041,0,0,0,0,2258,58404,0,0,79,5,0,0,0,0,0,0,292,0,0,98383,42011
07/14/2018 16:41:23,1185760,0,0,1597,471.62,99533,0,449214,0,18,0,0,2347,58530,0,0,78,5,0,0,0,0,0,0,292,0,0,115158,54517
07/14/2018 16:41:24,1369339,0,0,2498,374.58,99116,0,421819,0,18,0,0,2438,58671,0,0,65,6,0,0,0,0,0,0,292,0,0,155136,60975
07/14/2018 16:41:25,1108851,0,0,2058,267.41,79043,0,380761,0,0,0,0,2454,58760,0,0,60,4,0,0,0,0,0,0,292,0,0,99626,46333
07/14/2018 16:41:26,848705,0,0,1238,456.64,79728,0,402972,0,0,0,0,2480,58880,0,0,88,5,0,0,0,0,0,0,292,0,0,92339,38403
07/14/2018 16:41:27,1639569,0,0,875,1013.02,101723,0,413508,0,0,0,0,2498,58991,0,0,76,5,0,0,0,0,0,0,292,0,0,162798,65853
07/14/2018 16:41:28,1699530,0,0,1149,734.85,122398,0,424113,0,0,0,0,2515,59129,0,0,101,5,0,0,0,0,0,0,292,0,0,218008,89740
07/14/2018 16:41:29,1171988,0,0,1119,636.46,86704,0,420423,0,0,0,0,2540,59258,0,0,94,6,0,0,0,0,0,0,292,0,0,130214,51058
07/14/2018 16:41:30,1246339,0,0,524,1113.47,66720,0,345653,0,37,0,0,2633,59321,0,0,70,4,0,0,0,0,0,0,292,0,0,82164,36757
07/14/2018 16:41:31,1448305,0,0,1222,753.08,86871,0,542856,0,37,0,0,2724,59469,0,0,91,6,0,0,0,0,0,0,292,0,0,105984,46816
07/14/2018 16:41:32,1258836,0,0,907,820.31,78220,0,443134,0,0,0,0,2745,59575,0,0,68,5,0,0,0,0,0,0,292,1,0,95781,40113
07/14/2018 16:41:33,974223,0,0,1764,329.84,74142,0,370962,0,19,0,0,2774,59685,0,0,51,5,0,0,0,0,0,0,292,0,0,110424,41685
07/14/2018 16:41:34,1438977,0,0,698,1499.46,134473,0,418806,0,0,0,0,2798,59800,0,0,91,5,0,0,0,0,0,0,292,0,0,229088,96851
07/14/2018 16:41:35,1169597,0,0,512,1346.23,92356,0,406487,0,18,0,0,2873,59886,0,0,70,5,0,0,0,0,0,0,292,0,0,153479,58942
07/14/2018 16:41:36,813194,0,0,772,691.1,84844,0,398830,0,18,0,0,2958,59993,0,0,40,5,0,0,0,0,0,0,292,0,0,101296,50311
07/14/2018 16:41:37,1226367,0,0,1147,697.27,91222,0,446156,0,19,0,0,2983,60096,0,0,67,5,0,0,0,0,0,0,292,0,0,112327,50812
07/14/2018 16:41:38,1062650,0,0,278,2396.18,80352,0,381353,0,0,0,0,3000,60199,0,0,54,4,0,0,0,0,0,0,292,0,0,136012,50739
07/14/2018 16:41:39,1161867,0,0,1401,444.94,84486,0,439140,0,18,0,0,3088,60285,0,0,53,6,0,0,0,0,0,0,292,0,0,103824,44267
07/14/2018 16:41:40,1124774,0,0,872,850.18,77147,0,397876,0,0,0,0,3108,60400,0,0,80,4,0,0,0,0,0,0,292,0,0,92633,41283
07/14/2018 16:41:41,1143764,0,0,1082,617.11,79324,0,384507,0,18,0,0,3194,60527,0,0,90,5,0,0,0,0,0,0,292,0,0,90583,43692
07/14/2018 16:41:42,1277539,0,0,1369,526.85,89240,0,476986,0,19,0,0,2856,60625,0,0,108,7,0,0,0,0,0,0,292,0,0,113069,46915
07/14/2018 16:41:43,1462500,0,0,867,1064.38,123274,0,443128,0,0,0,0,2874,60719,0,0,55,4,0,0,0,0,0,0,292,0,0,240068,89864
07/14/2018 16:41:44,1286162,0,0,613,1113.75,76085,0,396277,0,0,0,0,2887,60821,0,0,58,4,0,0,0,0,0,0,292,0,0,91355,42604
07/14/2018 16:41:45,1534259,0,0,1680,540.94,133927,0,478020,0,0,0,0,2914,60944,0,0,56,5,0,0,0,0,0,0,292,0,0,248848,96105
07/14/2018 16:41:46,1053700,0,0,1455,412.65,79563,0,382561,0,0,0,0,2932,61089,0,0,92,6,0,0,0,0,0,0,292,0,0,97666,45077
07/14/2018 16:41:47,1198466,0,0,1654,466.71,79959,0,499878,0,19,0,0,2959,61204,0,0,67,4,0,0,0,0,0,0,292,0,0,93972,40059
07/14/2018 16:41:48,829407,0,0,673,856.39,75587,0,393116,0,0,0,0,2981,61308,0,0,75,5,0,0,0,0,0,0,292,0,0,94182,39547
07/14/2018 16:41:49,1549735,0,0,1271,596.11,126438,0,369799,0,18,0,0,3064,61389,0,0,81,7,0,0,0,0,0,0,292,0,0,233134,90516
07/14/2018 16:41:50,911984,0,0,1539,358.5,68195,0,411957,0,0,0,0,3082,61509,0,0,72,4,0,0,0,0,0,0,292,0,0,84418,34049
07/14/2018 16:41:51,1391465,0,0,2469,317.17,113552,0,418922,0,0,0,0,3100,61599,0,0,74,5,0,0,0,0,0,0,292,0,0,181585,77554
07/14/2018 16:41:52,1014896,0,0,810,897.78,67741,0,359892,0,0,0,0,3117,61708,0,0,57,4,0,0,0,0,0,0,292,0,0,86596,37181
07/14/2018 16:41:53,1339873,0,0,1190,607.58,79611,0,449270,0,37,0,0,3215,61866,0,0,92,6,0,0,0,0,0,0,292,0,0,89894,40028
07/14/2018 16:41:54,1354339,0,0,1862,381.84,86617,0,421276,0,18,0,0,3300,61979,0,0,87,6,0,0,0,0,0,0,292,1,0,99325,44063
07/14/2018 16:41:55,1415510,0,0,1321,649.08,106438,0,418599,0,19,0,0,3326,62088,0,0,69,5,0,0,0,0,0,0,292,0,0,164218,70784
07/14/2018 16:41:56,1142589,0,0,1668,393.52,101788,0,382902,0,55,0,0,3482,62206,0,0,116,6,0,0,0,0,0,0,292,0,0,163089,64029
07/14/2018 16:41:57,1064326,0,0,1048,581.27,85480,0,390161,0,38,0,0,3518,62291,0,0,96,7,0,0,0,0,0,0,292,0,0,107775,49177
07/14/2018 16:41:58,823811,0,0,801,672.69,68808,0,374022,0,18,0,0,3599,62391,0,0,49,4,0,0,0,0,0,0,292,0,0,78406,35158
07/14/2018 16:41:59,973206,0,0,1023,620.72,94192,0,455304,0,19,0,0,3627,62510,0,0,79,6,0,0,0,0,0,0,292,0,0,121095,55263
07/14/2018 16:42:00,1096426,0,0,1090,586.07,78125,0,414438,0,0,0,0,3648,62603,0,0,65,5,0,0,0,0,0,0,292,0,0,96606,43030
07/14/2018 16:42:01,1334496,0,0,1005,651.58,97447,0,370419,0,0,0,0,3665,62728,0,0,64,5,0,0,0,0,0,0,292,0,0,160871,66917
07/14/2018 16:42:02,1063445,0,0,650,982.07,73901,0,426315,0,18,0,0,3743,62778,0,0,55,5,0,0,0,0,0,0,292,0,0,92508,36363
07/14/2018 16:42:03,1356977,0,0,810,890.87,79791,0,439292,0,0,0,0,3759,62902,0,0,79,4,0,0,0,0,0,0,292,0,0,90482,44283
07/14/2018 16:42:04,1302466,0,0,816,942.1,85277,0,467586,0,0,0,0,3778,63000,0,0,33,5,0,0,0,0,0,0,292,0,0,108593,47204
07/14/2018 16:42:05,1143688,0,0,661,1103.67,81081,0,469088,0,37,0,0,3873,63137,0,0,97,6,0,0,0,0,0,0,292,0,0,102059,42959
07/14/2018 16:42:06,1398597,0,0,1526,473.64,119432,0,320399,0,18,0,0,3950,63226,0,0,74,5,0,0,0,0,0,0,292,0,0,222907,89496
07/14/2018 16:42:07,1293508,0,0,1066,662.07,80540,0,435432,0,0,0,3961,221,63333,0,131,60,5,0,0,0,0,0,0,293,0,0,107304,44522
07/14/2018 16:42:08,1023382,0,0,1686,427.83,83877,0,425884,0,9,0,0,496,63462,0,0,91,5,0,0,0,0,0,0,293,0,0,96187,42961
07/14/2018 16:42:09,1005798,0,0,857,805.59,101123,0,358161,0,19,0,0,573,63542,0,0,78,5,0,0,0,0,0,0,293,0,0,156406,66790
07/14/2018 16:42:10,1184151,0,0,1394,574.45,105582,0,448069,0,19,0,0,678,63663,0,0,90,6,0,0,0,0,0,0,293,0,0,176705,67242
07/14/2018 16:42:11,1150728,0,0,1006,695.08,74650,0,460632,0,18,0,0,772,63756,0,0,44,4,0,0,0,0,0,0,293,0,0,84407,38918
07/14/2018 16:42:12,968243,0,0,1204,547.83,76657,0,466963,0,0,0,0,822,63884,0,0,84,6,0,0,0,0,0,0,293,0,0,105037,39165
07/14/2018 16:42:13,973742,0,0,669,762.53,89833,0,376053,0,0,0,0,857,64023,0,0,49,5,0,0,0,0,0,0,293,0,0,110590,53604
07/14/2018 16:42:14,1397571,0,0,749,975.53,88406,0,353196,0,18,0,0,951,64118,0,0,84,5,0,0,0,0,0,0,293,0,0,138277,54329
07/14/2018 16:42:15,1122204,0,0,1464,489.17,102135,0,450341,0,0,0,0,974,64281,0,0,73,5,0,0,0,0,0,0,293,0,0,143465,62536
07/14/2018 16:42:16,1191122,0,0,944,750.12,108962,0,354758,0,0,0,0,998,64336,0,0,64,5,0,0,0,0,0,0,293,0,0,197007,75880
07/14/2018 16:42:17,1550177,0,0,2552,348.25,92355,0,540533,0,0,0,0,1024,64466,0,0,74,5,0,0,0,0,0,0,293,0,0,116798,49505
07/14/2018 16:42:18,910491,0,0,2175,266.43,88118,0,406725,0,0,0,0,1047,64591,0,0,77,5,0,0,0,0,0,0,293,0,0,108404,51422
07/14/2018 16:42:19,983679,0,0,1511,407.77,66296,0,398659,0,0,0,0,1067,64687,0,0,61,5,0,0,0,0,0,0,293,0,0,80614,33927
07/14/2018 16:42:20,1306115,0,0,1677,430.5,81360,0,483125,0,19,0,0,1101,64780,0,0,83,5,0,0,0,0,0,0,293,0,0,101536,41226
07/14/2018 16:42:21,1238874,0,0,898,817.59,100727,0,403415,0,0,0,0,1125,64914,0,0,43,5,0,0,0,0,0,0,293,0,0,145290,66813
07/14/2018 16:42:22,856436,0,0,1020,610.15,71081,0,340746,0,56,0,0,1231,64963,0,0,105,5,0,0,0,0,0,0,293,0,0,107734,39295
07/14/2018 16:42:23,1366278,0,0,1402,540.19,89102,0,430026,0,0,0,0,1254,65086,0,0,45,5,0,0,0,0,0,0,293,0,0,144250,55966
07/14/2018 16:42:24,1643536,0,0,1845,439.14,131075,0,378782,0,0,0,0,1273,65165,0,0,64,5,0,0,0,0,0,0,293,0,0,252749,94294
07/14/2018 16:42:25,1107383,0,0,1959,289.95,89767,0,400726,0,0,0,0,1291,65265,0,0,90,4,0,0,0,0,0,0,293,0,0,112749,54045
07/14/2018 16:42:26,1205226,0,0,1218,671.53,88801,0,485557,0,18,0,0,1382,65413,0,0,108,7,0,0,0,0,0,0,293,0,0,110303,45395
07/14/2018 16:42:27,1505562,0,0,1780,482.98,69869,0,502070,0,0,0,0,1397,65547,0,0,57,4,0,0,0,0,0,0,293,0,0,89969,35538
07/14/2018 16:42:28,1217535,0,0,914,720.17,78026,0,438172,0,0,0,0,1411,65643,0,0,49,4,0,0,0,0,0,0,293,0,0,91175,48363
07/14/2018 16:42:29,838595,0,0,571,1025.36,83258,0,388825,0,0,0,0,1428,65762,0,0,95,5,0,0,0,0,0,0,293,0,0,95584,44141
07/14/2018 16:42:30,1828414,0,0,1052,894.15,143538,0,388395,0,27,0,0,1533,65877,0,0,90,6,0,0,0,0,0,0,293,0,0,299393,105301
07/14/2018 16:42:31,840495,0,0,689,858.72,78249,0,405517,0,9,0,0,1598,65990,0,0,69,4,0,0,0,0,0,0,293,0,0,83446,44398
07/14/2018 16:42:32,1319170,0,0,673,1182.54,93374,0,538168,0,0,0,0,1621,66078,0,0,43,6,0,0,0,0,0,0,293,0,0,120969,49675
07/14/2018 16:42:33,1285404,0,0,593,1344.82,103365,0,440393,0,0,0,0,1642,66174,0,0,58,4,0,0,0,0,0,0,293,0,0,175506,69978
07/14/2018 16:42:34,1107718,0,0,1201,526.14,82307,0,479938,0,18,0,0,1729,66298,0,0,89,7,0,0,0,0,0,0,293,0,0,105258,40669
07/14/2018 16:42:35,1376275,0,0,805,860.94,105657,0,407695,0,0,0,0,1754,66386,0,0,53,5,0,0,0,0,0,0,293,0,0,181674,75427
07/14/2018 16:42:36,939935,0,0,349,2240.09,67062,0,372750,0,37,0,0,1839,66483,0,0,53,4,0,0,0,0,0,0,293,0,0,69221,32638
07/14/2018 16:42:37,1089841,0,0,639,1083.89,77136,0,436837,0,0,0,0,1860,66596,0,0,67,6,0,0,0,0,0,0,293,0,0,92177,40338
07/14/2018 16:42:38,973417,0,0,1545,308.03,76185,0,334964,0,19,0,0,1894,66688,0,0,72,5,0,0,0,0,0,0,293,0,0,88886,43620
07/14/2018 16:42:39,1057369,0,0,1146,681.42,75401,0,411726,0,18,0,0,1973,66821,0,0,47,4,0,0,0,0,0,0,293,0,0,92931,40729
07/14/2018 16:42:40,1384815,0,0,2122,345.83,84548,0,482177,0,19,0,0,2000,66966,0,0,86,6,0,0,0,0,0,0,293,0,0,91744,39998
07/14/2018 16:42:41,1106785,0,0,1800,355.27,82142,0,396306,0,0,0,0,2022,67094,0,0,77,5,0,0,0,0,0,0,293,0,0,104927,48684
07/14/2018 16:42:42,1391920,0,0,1018,840.04,109847,0,421997,0,37,0,0,2117,67197,0,0,83,7,0,0,0,0,0,0,293,0,0,178078,67187
07/14/2018 16:42:43,1381364,0,0,689,1155.86,83608,0,374137,0,19,0,0,2142,67330,0,0,70,5,0,0,0,0,0,0,293,0,0,96520,45513
